shipment_id,timestamp,lat,lon
SHP-10035,2026-08-31 19:36,41.5901,-82.9118
SHP-10035,2026-09-01 13:23,35.0981,-84.2457
SHP-10036,2026-08-30 06:19,41.4431,-92.4558
SHP-10036,2026-08-30 21:47,43.9928,-82.608
SHP-10036,2026-08-31 13:15,44.7116,-95.2239
SHP-10036,2026-09-01 04:43,35.7446,-82.8797
SHP-10036,2026-09-01 20:12,36.1616,-93.6365
SHP-10036,2026-09-02 11:40,37.0946,-81.7314
SHP-10037,2026-08-31 06:07,32.1623,-82.5813
SHP-10037,2026-08-31 17:05,44.5494,-98.5034
SHP-10037,2026-09-01 04:03,41.7229,-94.6995
SHP-10037,2026-09-01 15:00,39.3489,-92.0503
SHP-10037,2026-09-02 01:58,31.2047,-93.4287
SHP-10037,2026-09-02 12:56,40.1154,-89.3276
SHP-10038,2026-08-29 20:17,40.5584,-97.9899
SHP-10038,2026-08-30 14:00,32.4955,-94.0107
SHP-10038,2026-08-31 07:42,30.4342,-93.5125
SHP-10038,2026-09-01 01:25,30.8418,-92.8307
SHP-10038,2026-09-01 19:07,36.4603,-95.1161
SHP-10038,2026-09-02 12:50,36.1808,-86.364
SHP-10039,2026-08-30 02:30,33.8299,-99.8121
SHP-10039,2026-08-30 18:48,42.0695,-81.9758
SHP-10039,2026-08-31 11:05,40.1642,-96.8405
SHP-10039,2026-09-01 03:23,36.6259,-93.0887
SHP-10039,2026-09-01 19:41,38.8136,-87.2212
SHP-10039,2026-09-02 11:59,36.3646,-94.998
SHP-10040,2026-08-31 03:32,35.9371,-99.838
SHP-10040,2026-08-31 08:46,42.976,-84.4338
SHP-10040,2026-08-31 14:01,44.604,-81.7877
SHP-10040,2026-08-31 19:15,41.1776,-83.3432
SHP-10040,2026-09-01 00:29,43.544,-84.4852
SHP-10040,2026-09-01 05:44,33.4518,-83.9614
SHP-10041,2026-08-29 16:47,34.634,-91.1835
SHP-10041,2026-08-30 10:35,38.6936,-85.3528
SHP-10041,2026-08-31 04:22,31.352,-94.0978
SHP-10041,2026-08-31 22:10,41.2122,-96.4872
SHP-10041,2026-09-01 15:58,31.9824,-89.2118
SHP-10041,2026-09-02 09:46,44.5723,-89.383
SHP-10042,2026-08-28 17:07,41.3123,-95.4877
SHP-10042,2026-08-29 16:14,40.1449,-86.5119
SHP-10042,2026-08-30 15:21,35.9612,-83.0851
SHP-10042,2026-08-31 14:28,38.3597,-98.1939
SHP-10042,2026-09-01 13:35,35.9186,-94.7108
SHP-10042,2026-09-02 12:41,31.8538,-92.6283
SHP-10043,2026-09-01 03:35,39.1512,-87.047
SHP-10043,2026-09-01 10:22,39.5311,-90.7146
SHP-10043,2026-09-01 17:08,40.5162,-87.0152
SHP-10043,2026-09-01 23:54,31.7501,-99.0931
SHP-10043,2026-09-02 06:40,30.5582,-80.0815
SHP-10043,2026-09-02 13:26,31.7418,-95.304
SHP-10044,2026-08-28 19:11,37.3402,-91.8377
SHP-10044,2026-08-29 17:51,44.2728,-99.3457
SHP-10044,2026-08-30 16:30,35.5579,-91.1323
SHP-10044,2026-08-31 15:10,44.2583,-82.891
SHP-10044,2026-09-01 13:50,31.4903,-86.2864
SHP-10044,2026-09-02 12:30,38.167,-80.4431
SHP-10045,2026-08-28 18:53,30.3204,-84.2641
SHP-10045,2026-08-29 17:43,33.6535,-97.4815
SHP-10045,2026-08-30 16:33,38.4687,-98.6278
SHP-10045,2026-08-31 15:23,41.4774,-95.8569
SHP-10045,2026-09-01 14:13,33.2393,-82.6061
SHP-10045,2026-09-02 13:03,34.9284,-97.0489
SHP-10046,2026-08-29 09:20,38.8328,-99.6844
SHP-10046,2026-08-30 04:38,33.9805,-97.4648
SHP-10046,2026-08-30 23:56,36.3144,-97.727
SHP-10046,2026-08-31 19:14,30.9534,-91.0345
SHP-10046,2026-09-01 14:32,35.4306,-88.1267
SHP-10046,2026-09-02 09:50,36.7801,-95.569
SHP-10047,2026-08-28 14:08,43.489,-93.5578
SHP-10047,2026-08-29 13:47,32.225,-97.4762
SHP-10047,2026-08-30 13:26,39.3648,-88.2927
SHP-10047,2026-08-31 13:05,40.6823,-92.3819
SHP-10047,2026-09-01 12:44,38.9609,-94.102
SHP-10047,2026-09-02 12:23,37.5833,-91.396
SHP-10048,2026-08-29 02:54,40.9442,-93.749
SHP-10048,2026-08-29 23:48,34.6879,-94.9022
SHP-10048,2026-08-30 20:42,44.3039,-86.2636
SHP-10048,2026-08-31 17:36,37.114,-98.1755
SHP-10048,2026-09-01 14:30,31.2805,-91.3625
SHP-10048,2026-09-02 11:24,41.1688,-92.5471
SHP-10049,2026-08-30 22:33,39.0062,-92.9671
SHP-10049,2026-08-31 09:29,38.6688,-95.7452
SHP-10049,2026-08-31 20:24,39.851,-95.5151
SHP-10049,2026-09-01 07:19,31.6233,-83.0925
SHP-10049,2026-09-01 18:15,35.5134,-84.7479
SHP-10049,2026-09-02 05:10,38.6115,-83.8556
SHP-10050,2026-08-28 20:48,43.8231,-92.9795
SHP-10050,2026-08-29 19:12,32.7211,-97.135
SHP-10050,2026-08-30 17:37,39.8602,-98.6083
SHP-10050,2026-08-31 16:01,41.1145,-80.5638
SHP-10050,2026-09-01 14:25,31.3764,-89.3903
SHP-10050,2026-09-02 12:49,35.6429,-90.9271
SHP-10051,2026-09-01 05:50,36.6467,-91.5197
SHP-10051,2026-09-01 12:13,39.1061,-91.7163
SHP-10051,2026-09-01 18:37,33.2335,-89.7531
SHP-10051,2026-09-02 01:00,35.1776,-97.7822
SHP-10051,2026-09-02 07:23,40.1733,-88.1373
SHP-10051,2026-09-02 13:47,37.904,-93.8316
SHP-10052,2026-08-29 12:20,32.6354,-92.3959
SHP-10052,2026-08-30 07:38,40.5551,-89.9948
SHP-10052,2026-08-31 02:56,42.5003,-83.876
SHP-10052,2026-08-31 22:14,31.0811,-82.7647
SHP-10052,2026-09-01 17:33,30.6345,-99.6252
SHP-10052,2026-09-02 12:51,43.8174,-82.7578
SHP-10053,2026-08-30 23:07,43.7965,-98.2374
SHP-10053,2026-08-31 11:26,42.6673,-95.1337
SHP-10053,2026-08-31 23:45,38.8331,-89.5207
SHP-10053,2026-09-01 12:05,35.9365,-93.7945
SHP-10053,2026-09-02 00:24,35.0927,-93.3386
SHP-10053,2026-09-02 12:44,32.522,-89.7903
SHP-10054,2026-08-30 00:02,41.4032,-86.8898
SHP-10054,2026-08-30 17:02,32.6572,-84.543
SHP-10054,2026-08-31 10:02,37.4118,-84.9111
SHP-10054,2026-09-01 03:02,41.3982,-91.0219
SHP-10054,2026-09-01 20:03,43.8623,-88.7102
SHP-10054,2026-09-02 13:03,39.5295,-87.5096
SHP-10055,2026-08-31 08:55,30.5641,-92.6252
SHP-10055,2026-08-31 19:23,34.3062,-87.1067
SHP-10055,2026-09-01 05:51,44.6605,-98.1941
SHP-10055,2026-09-01 16:19,38.9112,-92.3104
SHP-10055,2026-09-02 02:47,38.7049,-80.9154
SHP-10055,2026-09-02 13:15,41.0838,-99.1795
SHP-10056,2026-08-31 23:31,31.2649,-87.0775
SHP-10056,2026-09-01 06:55,30.5871,-85.8476
SHP-10056,2026-09-01 14:19,44.8648,-89.5186
SHP-10056,2026-09-01 21:43,39.1471,-92.722
SHP-10056,2026-09-02 05:07,43.7691,-92.2517
SHP-10056,2026-09-02 12:31,41.617,-86.422
SHP-10057,2026-08-31 10:43,35.0004,-88.3452
SHP-10057,2026-08-31 14:20,32.1214,-93.0036
SHP-10057,2026-08-31 17:56,44.5154,-86.0304
SHP-10057,2026-08-31 21:33,35.8794,-88.0992
SHP-10057,2026-09-01 01:10,44.07,-93.8084
SHP-10057,2026-09-01 04:47,35.6502,-84.1668
SHP-10058,2026-08-29 20:12,35.439,-96.3947
SHP-10058,2026-08-30 09:46,33.2129,-81.0466
SHP-10058,2026-08-30 23:20,37.2941,-95.4691
SHP-10058,2026-08-31 12:54,32.0635,-98.4567
SHP-10058,2026-09-01 02:28,42.6664,-97.9772
SHP-10058,2026-09-01 16:02,41.5631,-83.2976
SHP-10059,2026-09-01 01:25,32.4831,-91.2465
SHP-10059,2026-09-01 08:29,36.1629,-86.4727
SHP-10059,2026-09-01 15:33,33.563,-91.116
SHP-10059,2026-09-01 22:37,34.2739,-85.0293
SHP-10059,2026-09-02 05:41,36.7339,-89.3198
SHP-10059,2026-09-02 12:46,34.642,-83.8275
SHP-10060,2026-08-30 17:40,42.0189,-97.232
SHP-10060,2026-08-31 07:05,33.75,-87.1764
SHP-10060,2026-08-31 20:30,43.1118,-88.9092
SHP-10060,2026-09-01 09:55,31.5388,-83.0822
SHP-10060,2026-09-01 23:20,42.7675,-94.2987
SHP-10060,2026-09-02 12:45,41.4468,-94.5442
SHP-10061,2026-08-29 07:35,44.9179,-92.5017
SHP-10061,2026-08-30 01:16,30.4228,-81.3835
SHP-10061,2026-08-30 18:57,42.5876,-87.0008
SHP-10061,2026-08-31 12:38,41.8707,-97.248
SHP-10061,2026-09-01 06:19,34.3032,-83.4048
SHP-10061,2026-09-02 00:00,40.4411,-97.2241
SHP-10062,2026-08-31 17:17,34.5173,-99.045
SHP-10062,2026-08-31 22:09,36.2974,-84.122
SHP-10062,2026-09-01 03:00,36.8567,-97.7828
SHP-10062,2026-09-01 07:52,43.5772,-88.0652
SHP-10062,2026-09-01 12:43,30.2465,-89.6925
SHP-10062,2026-09-01 17:34,33.6291,-97.1285
SHP-10063,2026-08-29 21:51,44.825,-88.917
SHP-10063,2026-08-30 15:19,35.8568,-90.5973
SHP-10063,2026-08-31 08:47,39.5351,-80.3792
SHP-10063,2026-09-01 02:15,33.8048,-99.6752
SHP-10063,2026-09-01 19:43,41.8278,-93.104
SHP-10063,2026-09-02 13:11,40.9941,-87.4349
SHP-10064,2026-08-30 00:17,32.7342,-97.3029
SHP-10064,2026-08-30 12:31,40.7407,-81.1279
SHP-10064,2026-08-31 00:45,30.5548,-95.9682
SHP-10064,2026-08-31 13:00,41.8666,-82.2842
SHP-10064,2026-09-01 01:14,34.7339,-93.7985
SHP-10064,2026-09-01 13:28,35.9734,-83.6919
SHP-10065,2026-08-31 03:43,43.3423,-85.1338
SHP-10065,2026-08-31 14:53,43.4196,-92.2671
SHP-10065,2026-09-01 02:02,44.6059,-90.0759
SHP-10065,2026-09-01 13:12,37.4629,-81.5138
SHP-10065,2026-09-02 00:22,37.7891,-83.977
SHP-10065,2026-09-02 11:31,40.9062,-98.4215
SHP-10066,2026-08-29 22:33,35.2732,-99.1529
SHP-10066,2026-08-30 10:12,43.0506,-92.9488
SHP-10066,2026-08-30 21:51,44.9723,-94.5089
SHP-10066,2026-08-31 09:30,44.7004,-81.0419
SHP-10066,2026-08-31 21:10,31.1256,-87.2497
SHP-10066,2026-09-01 08:49,35.4497,-83.9781
SHP-10067,2026-08-30 19:56,38.5087,-87.8981
SHP-10067,2026-08-31 09:01,40.1859,-81.0235
SHP-10067,2026-08-31 22:06,35.5802,-84.7383
SHP-10067,2026-09-01 11:11,38.6088,-89.4108
SHP-10067,2026-09-02 00:16,35.9705,-87.0088
SHP-10067,2026-09-02 13:21,33.7442,-97.731
SHP-10068,2026-08-29 11:36,37.368,-97.5473
SHP-10068,2026-08-30 07:00,42.7924,-90.9591
SHP-10068,2026-08-31 02:24,43.4802,-91.0978
SHP-10068,2026-08-31 21:48,31.3169,-86.3614
SHP-10068,2026-09-01 17:12,42.6828,-93.6082
SHP-10068,2026-09-02 12:37,35.2114,-98.7012
SHP-10069,2026-08-31 21:17,37.4103,-92.7821
SHP-10069,2026-09-01 05:20,38.5842,-90.6519
SHP-10069,2026-09-01 13:23,44.7452,-97.4046
SHP-10069,2026-09-01 21:27,43.2637,-98.685
SHP-10069,2026-09-02 05:30,35.9724,-85.6613
SHP-10069,2026-09-02 13:34,37.18,-91.7841
SHP-10070,2026-09-01 06:52,38.8168,-84.6444
SHP-10070,2026-09-01 12:43,31.9355,-89.9427
SHP-10070,2026-09-01 18:34,43.0232,-83.3722
SHP-10070,2026-09-02 00:25,37.7715,-93.9175
SHP-10070,2026-09-02 06:16,32.4295,-81.3052
SHP-10070,2026-09-02 12:07,33.3821,-81.0503
SHP-10071,2026-08-30 09:07,38.8771,-88.3871
SHP-10071,2026-08-31 00:17,32.568,-87.5104
SHP-10071,2026-08-31 15:28,43.53,-93.2476
SHP-10071,2026-09-01 06:38,43.8589,-99.1761
SHP-10071,2026-09-01 21:49,42.9567,-98.3755
SHP-10071,2026-09-02 13:00,44.2282,-84.5796
SHP-10072,2026-08-29 00:39,42.1102,-91.8781
SHP-10072,2026-08-29 18:38,36.8032,-86.2277
SHP-10072,2026-08-30 12:38,32.3712,-91.6876
SHP-10072,2026-08-31 06:37,36.9666,-93.1961
SHP-10072,2026-09-01 00:37,32.155,-82.7703
SHP-10072,2026-09-01 18:36,34.7897,-80.2395
SHP-10073,2026-09-01 03:48,34.3532,-92.317
SHP-10073,2026-09-01 10:35,39.2307,-95.0346
SHP-10073,2026-09-01 17:23,42.9796,-96.806
SHP-10073,2026-09-02 00:10,34.9115,-88.4463
SHP-10073,2026-09-02 06:58,34.6907,-84.7376
SHP-10073,2026-09-02 13:45,37.474,-89.7055
SHP-10074,2026-08-30 13:28,38.9628,-83.143
SHP-10074,2026-08-31 03:52,40.0878,-94.285
SHP-10074,2026-08-31 18:17,30.1227,-97.8501
SHP-10074,2026-09-01 08:41,32.009,-94.7105
SHP-10074,2026-09-01 23:06,35.4867,-91.9349
SHP-10074,2026-09-02 13:30,30.6786,-98.9768
SHP-10075,2026-08-30 13:35,31.93,-98.0664
SHP-10075,2026-08-31 03:52,35.598,-80.2642
SHP-10075,2026-08-31 18:10,38.3675,-92.6879
SHP-10075,2026-09-01 08:27,32.164,-87.9507
SHP-10075,2026-09-01 22:45,36.0208,-99.1949
SHP-10075,2026-09-02 13:02,30.5837,-85.7282
SHP-10076,2026-08-31 06:30,38.9059,-89.8537
SHP-10076,2026-08-31 17:21,37.6457,-90.2031
SHP-10076,2026-09-01 04:11,38.4439,-90.5021
SHP-10076,2026-09-01 15:02,30.2496,-93.3752
SHP-10076,2026-09-02 01:52,31.6441,-91.6692
SHP-10076,2026-09-02 12:43,34.6152,-82.0247
SHP-10077,2026-08-28 16:40,39.4354,-87.6053
SHP-10077,2026-08-29 16:04,42.6175,-97.0445
SHP-10077,2026-08-30 15:28,40.2109,-99.3686
SHP-10077,2026-08-31 14:52,44.2231,-97.8021
SHP-10077,2026-09-01 14:15,30.2841,-93.7262
SHP-10077,2026-09-02 13:39,32.2715,-86.19
SHP-10078,2026-08-30 12:12,43.6819,-93.1535
SHP-10078,2026-08-30 22:18,35.3143,-84.5602
SHP-10078,2026-08-31 08:24,40.8139,-87.1338
SHP-10078,2026-08-31 18:29,40.3997,-87.7985
SHP-10078,2026-09-01 04:35,32.884,-95.0696
SHP-10078,2026-09-01 14:41,38.3713,-95.5027
SHP-10079,2026-08-31 07:33,43.4364,-92.1094
SHP-10079,2026-08-31 16:27,35.177,-84.5387
SHP-10079,2026-09-01 01:21,32.1971,-99.1587
SHP-10079,2026-09-01 10:15,44.3297,-98.4194
SHP-10079,2026-09-01 19:09,43.8601,-86.8806
SHP-10079,2026-09-02 04:03,41.2101,-95.7203
SHP-10080,2026-08-29 14:52,30.7874,-91.734
SHP-10080,2026-08-30 09:42,40.7604,-97.9891
SHP-10080,2026-08-31 04:31,41.5615,-99.8964
SHP-10080,2026-08-31 23:21,38.2553,-81.418
SHP-10080,2026-09-01 18:10,36.1036,-81.2994
